text,label
"RT @RichardDawkins: So far, more Americans have died from coronavirus than in the wars of Vietnam, Korea, Iraq and Afghanistan combined. An…",1
"RT @BBCSportScot: Aberdeen have confirmed that one of their players has tested positive for Covid-19, but is asymptomatic.

https://t.co/AM…",1
"RT @matthewferner: The latest from our Coronavirus In Jails And Prisons project:

-COVID continues to tear through San Quentin 
&amp; botched t…",1
"RT @SpiritOfCongres: PM Modi talks to reel heroes during pandemic.

Our leader talks to real heroes during pandemic.

#WeSaluteHealthHeroes",1
"RT @Sharmistha_GK: Doctors, nurses &amp; other health workers like Asha workers are risking their lives &amp; battling day &amp; night to fight deadly…",1
"“The ILO said women were also in greater danger of infection, and less likely to have social security coverage, as they make up the vast majority of domestic, health and social care workers globally who could lose jobs due to coronavirus lockdowns.” https://t.co/K5ohFETLlh",1
"Two new sites in Oakland ⁠— the Native American Health Center and La Clinica de la Raza ⁠— will offer free coronavirus testing to anyone, regardless of symptoms, Alameda County officials said. https://t.co/d6nsc6fB0T",1
RT @bethanyshondark: And the folks who won't wear masks because they don't trust public health authorities? Can't say I blame them! People…,0
"This man has the biggest fucking ego on the planet literally hundreds of thousands of Americans have died &amp; more will continue to because you refused to close the border, impose mandatory quarantines, and make testing accessible for your own citizens. But keep blaming China https://t.co/eO36WafNKH",1
"""Texas Lt. Gov. Dan Patrick dismisses Dr. Fauci's concerns over spike in COVID cases: I don't need his advice"" Dr. Fauci doesn't know what he's talking about, Texas Lt. Gov. Dan Patrick tells Laura Ingraham on 'The Ingraham Angle.' Health Centers https://t.co/kMIkhc56Ea",0
RT @WorldTruthTV: ‘COVID-1984’ and The New World Order: 13 Ways Our World Will Change https://t.co/LmKq7ZYB9p via @WorldTruthTV,0
RT @abbygov: bro I looked up how long the Black Plague lasted in an attempt to reassure myself about corona and that shit lasted 800 years…,0
RT @eugenegu: @realDonaldTrump Trump is fighting for re-election on the platform of racism. He thinks he can conquer the coronavirus pandem…,0
RT @DrewHolden360: I‘ve never seen gaslighting as bad as the current effort to pretend the protests that neatly coincide with the uptick in…,0
"RT @Public_Citizen: BREAKING: Gilead is charging $3,000+ for its COVID drug, remdesivir.
 
Taxpayers spent $70,000,000 to develop this drug…",0
"RT @w_terrence: The way the Democrats hate and lie on President Trump is a Pandemic too 

The threats against Trump Supporters, conservativ…",0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,1
RT @CarlosGSmith: .@GovRonDeSantis refuses to issue a statewide mask order as #COVID19 cases surge &amp; asymptomatic young people are spreadin…,1
"Dame Edit #Okowa, wife of #DeltaState Governor, tests positive to COVID-19. #NovelCoronaVirus.",1
Now GOP getting on mask bandwagon but the damage is done. Moron Don has convinced his uneducated followers that it is unConstitutional. They are infecting tens of thousands. GOP caused and owns the sick and dying of Covid19. Democrats for science 2020. #COVIDIDIOTS #GOPCowards,1
"Texas officials announced nearly 7,000 new cases of COVID-19 on Tuesday, breaking the state's record for the total number of confirmed cases in one day. NICE JOB DUMBASS! https://t.co/p8GFiV24ZL",1
RT @michaeljknowles: Coronavirus is super serious though. https://t.co/6wAyiZ6fOa,1
"RT @RoopaSpeaks: In this post pandemic age, we can maintain social distancing and yet all of #us can be connected and united in spirit on #…",1
RT @SirgrenN: @PresidencyZA @CyrilRamaphosa Individuals need to take precautions not to pick up the Covid 19 virus. One cannot be reckless…,1
"RT @w_terrence: The way the Democrats hate and lie on President Trump is a Pandemic too 

The threats against Trump Supporters, conservativ…",0
"RT @simondolan: 100 days ago the Govt imposed the illegal lockdown.Since then countless lives have been lost or destroyed,the country plung…",0
"RT @secupp: As a resident, I can say CT’s response has been excellent. Swift closures. Enforced mask-wearing. Deliberative actions. Very gr…",1
"RT @Selena_Adera: Funny how now that Red States are starting to suffer pandemic consequences, suddenly Covid-19 isn't a Hoax no more &amp; wear…",1
RT @mrjamesob: Into the fog: How Britain lost track of the coronavirus https://t.co/9nLYJz2KXd via @SpecialReports,1
"RT @business: BREAKING: Unemployment payments surpass $100 billion in June, the most for a single month since the pandemic started https://…",1
"RT @AC360: ""Because [Trump] deliberately undermines the now evidence-based practices to get coronavirus under control, he's guaranteeing th…",1
"RT @CNN: The US represents 4% of the world's population, but 25% of all coronavirus cases.

More people are infected with and die from coro…",1
RT @nytimes: A new strain of the H1N1 swine flu virus is spreading silently in workers on pig farms in China and should be “urgently” contr…,1
"RT @Burnman11: Don't comply. It's not legal. Whoever thought it would work is wrong. When you look at what people are calling ""masks"" you s…",0
"RT @alexanderhaslam: Scotland is clearly managing #COVID19 much better than England. What's the difference?
In Scotland they have (a) a com…",1
@dc134L @pnaught13 @PJHughes45 Your right  no big deal itâ€™s just baseball. The country needs distractions from all the bull shit going on. COVID is mostly bullshit they arenâ€™t giving all the facts. Positive test doesnâ€™t mean your dying. Trump is doing a great job. 4 more years on the way.,0
Trump campaign cancels Alabama rally as coronavirus cases surge in parts of US https://t.co/C4jzJ5FUgO,1
"@realDonaldTrump @POUSTA @narendramodi @TheBigBossPutin @netanyahu @UN 
China must be treated for spreading Corona Virus worldwide..
Why WHO &amp; UN is silent on this issue.
China is only culprit in both the situation either biological Creation or by the so called story of bat.",0
"RT @MSNBC: Joe Biden on President Trump's coronavirus response: “It seems like our wartime president surrendered, waved the white flag, and…",1
"RT @SiggonKristov: The US accounts for:
- 42% of world's nuclear weapons
- 38% of world's military spending
- 25% of world's COVID-19 cases…",1
RT @NBCNightlyNews: .@MiguelNBC reports on state efforts to roll back or halt reopening plans as coronavirus cases surge nationwide. https:…,1
"RT @SethAbramson: COVID-19

{please retweet}

1️⃣ 2x more contagious than the flu.
2️⃣ 5x to 10x deadlier than the flu.
3️⃣ Kills 20x more…",1
RT @davidplouffe: COVID-19 may have originated in China. The deadly pathogen found it’s perfect host in Donald J Trump.,0
"They Sent Positive COVID-19 Patients from Mexico into California to Reignite the Virus (Wave 2)

@RealDonaldTrump @POTUS https://t.co/U8CVgT3ajX",0
RT @HuffPost: BREAKING: The European Union will temporarily ban travelers from the United States as it begins to reopen borders to internat…,1
"RT @TomiLahren: BREAKING: you can only get coronavirus at places of business and Trump rallies but not at riots or pride parades. 

Liberal…",0
@TheVikkiVerse I stumped my toe on my coffee table. Is COVID.,0
"RT @ASlavitt: NEWS: CDC declares COVID-19 out of control in the US. 

5 months after the president calls the pandemic a hoax 
2 months afte…",1
"@everydaysheeple @PaleRyder8 WAKE UP WORLD!

2018 -2019 SEASONAL FLU STATS

""The CDC estimated that between 37.4 million and 42.9 million people contracted the flu during the 2018-2019 season. Those cases led to between 531,000 and 647,000 hospitalization and 36,400-61,200 deaths"".

COVID IS NOT A PANDEMIC!!",0
"RT @SilviaElenaFF: BREAKING: The first positive coronavirus case has been identified at the Matamoros, Mexico, migrant camp, per @GRM_Globa…",0
"The COVID-19 pandemic created an urgent need for new online apps and services across the public and private sectors. That’s why low-code development, which enables people with no coding skills to build apps is taking off in a huge way. @salesforce #lowcode
https://t.co/zNygq1LQLw",1
"RT @paulkrugman: 100,000 new cases a day, here we come https://t.co/6NBy0MYjrP",1
"RT @mmpadellan: @realDonaldTrump Everyone KNEW what to do about #COVIDー19 except for YOUR stupid ass. 

You lied. People died.
You politici…",1
"RT @CNN: The US represents 4% of the world's population, but 25% of all coronavirus cases.

More people are infected with and die from coro…",1
RT @RedSanc: China is basically ending free speech in Hong Kong. Beijing has already allowed a virus to literally infect our planet. How mu…,0
"RT @bryanbehar: Trump: It’s practically gone. 

Pence: Only a couple hot spots. 

Kayleigh: It’s down to a few embers. 

Fauci: We’re going…",1
Dr Fauci failed with HIV Aids and he’s not to be trusted with Covid 19 the fact that he is pushing for people to be forced to take a vaccine which I am sure will cost a lot of money to make him and his friends richer beware of Dr Fauci,0
@SKYRIDER4538 @dbongino This is why every new illness has become attributed to our old friend Corona.,0
@marcorubio Other than an N95 mask what proof do you have a home made mask has done anything but cause low oxygen breathing problems,0
RT @politicususa: Chris Hayes reports that positive coronavirus test rates in Oklahoma have skyrocketed in recent days following Donald Tru…,1
"RT @IMinakshiJoshi: Time to give Ayurvedic medicines its due, research is no longer allopathy's copyright: @yogrishiramdev | via @IndiaTVNe…",0
@crimetubemedia @keywestcoder @Tony__Heller same would then apply to a vaccine.  At best a vaccine in 2021.... and a safe and efficacious vaccine is not likely based on past experience with Corona Viruses!  We cannot lock down teh world forever!  Which would be the only other solution,0
"@seanhannity Sean I Don't See U talking about the COVID-19 Results in FL, TX, and AZ anymore. 30 days ago U was taking a victory lap about re-opening. Now All those GOP States that Reopened have some of the highest COVID-19 daily case rates N the Country. Not looking so smart Now",1
"RT @devisridhar: 'Zero COVID' strategy is not about lockdown. In fact, S. Korea never locked down. It's about mass testing &amp; tracing to fig…",1
RT @DrEricDing: 3) We need to be vigilant fighting these outright misinformation peddled by our leaders. Correct information on the US epid…,1
"RT @conservmillen: The highest coronavirus numbers, the worst police brutality cases and the most violent riots have been in Democrat-run c…",0
"RT @Megavolts001: #CoronaVirus
#HCQ
#Hydroxychloroquine
Global Hydroxychloroquine Study To Resume After Positive Trial Results
https://t.co…",0
"RT @_Zubane: ""Covid-19 is real guys and we must take it ser...."" https://t.co/JDBvwmX2aS",1
"RT @safeagain1: @RepMattGaetz Americans are fighting for their lives
A pandemic under a fascist
130,000 dead
25% of global deaths are 🇺🇸 
T…",1
"Fauci Says US Could Reach 100,000 Coronavirus Cases a Day https://t.co/k97RnZxAku And this was to be expected as people started to interact more and testing increased but our hospitalizations and deaths are not increasing so this is good--herd immunity is coming.",1
RT @TheOnion: WHO Warns Covid-19 Could Mean End To Blowing Water Through Pool Noodle Into Friends’ Faces https://t.co/6Xb6V12utP https://t.…,0
"@eugenegu @realDonaldTrump Nope that’s not racism, the virus indeed came from china.",1
"RT @NBCNews: WATCH: Healthcare workers describe trepidation, dread as coronavirus cases spike. https://t.co/dEREbh6lzi - @NBCNewsNOW",1
"USA COVID-19 stats as of 12:30 AM on July 01, 2020

🦠 Cases 🦠: 2,727,853 (+0.0)
☠️ Deaths ☠️: 130,122 (+0.0)
Updated  since 12:00 AM on July 01, 2020",1
"RT @jcho710: ""An N-95 mask filters out particulate matter larger than .3 microns. So the question then is how big is a COVID particle. A CO…",1
Bullshit story with high potential for hysteria generation found on @BBC website https://t.co/B74i9TkS23,0
RT @Acosta: Fauci at Senate hearing on recent surge in COVID-19 cases: “We are now having 40-plus thousand cases a day. I would not be surp…,1
China warned of mysterious virus 6 months ago. Here’s where the world is at now. https://t.co/hk9jHBSZVK #incompetence,1
First Thing: the US bought the world's entire supply of a Covid-19 drug https://t.co/9Rf5BHpI12,1
"@AlexHunt5150 @abrashashapirus @pansexual_hoe @rachelclun You can’t ask me to prove a negative dumbass. 
You made the claim that BLM caused the coronavirus outbreak. You need to prove it. 
Hint: you can’t because there is no evidence.
And that’s the end of your shitty argument. 🤗",1
RT @BuckSexton: New Zealand has completely suppressed covid- it has only a handful of total active cases in the whole country- and it does…,1
RT @khordha_pys: With the launch of Coronil (Ayurvedic medicine for Corona) the world will now experience the power of Ayurveda &amp; our India…,0
@BogeyGuyC @ClintW3 I read that choir concerts can easily become COVID-19 super-spreader events because of the aerosolized droplets that singing produces...,1
"RT @RealMadDadMAGA: Hello citizens/Sheep of the #USA 
TV cameras On!
🇺🇸TV Cameras🇺🇸
     😈OFF😈
#COVID19 only comes around when the tv is on…",0
"@realDonaldTrump Hey Covid-19 and your medical bills will wipe you out and you might be labeled as having a pre-existing condition by insurance companies! Trump wants you to think the pandemic is over, it isn't and is out of control!",1
RT @AlArabiya_Eng: A new flu virus found in Chinese pigs has become more infectious to humans and needs to be watched closely in case it be…,1
"Goregaon AYC continued its Relief work in #COVIDー19 Pandemic by free distribution of Foot Operated Sanitizer Dispenser Stand to Various societies in #Goregaon
#letsfightcoronatogether 

@INCIndia @IYC @srinivasiyc @Allavaru @HarpalsinhIyc @GaneshMPYC https://t.co/POBwIymEHn",1
RT @ASlavitt: NEW STUDY: A Chinese study shows people infected with COVID-19 lose antibodies after only a few months.,0
"RT @soloyochapin: @JRehling @realDonaldTrump We lost over 125,000 American lives to #COVID19  due to 
@realDonaldTrump ineptitude
but we wo…",1
"RT @LATiffani1: Covid is NOT on the rise

Faulty tests are. We are ALL being controlled and manipulated beyond anything imaginable",0
RT @nytimes: A new strain of the H1N1 swine flu virus is spreading silently in workers on pig farms in China and should be “urgently” contr…,1
"RT @LaraPatriot: Fauci: 'Too early to say' what caused coronavirus cases to surge in parts of US
Fauci is a useless idiot! 1+1=2! Riots+no…",0
RT @Mediaite: Laura Ingraham Attacks Dr. Fauci for Political Betrayal After He Warned Congress About Ongoing Pandemic Resurgence: 'Can We A…,0
RT @GeorgeTakei: You know what doesn’t care one bit about your politics? The Coronavirus.,1
@NashvilleNashv1 @JohnCooper4Nash No way. Protestors wore masks. Blame opening bars too soon.https://t.co/dFxFLJE37h,1
"RT @LATiffani1: Covid is NOT on the rise

Faulty tests are. We are ALL being controlled and manipulated beyond anything imaginable",0
"RT @lximenezfyvie: ""Tracing contacts of people with coronavirus infections is the most important step in fighting the COVID-19 pandemic, an…",1
RT @SpitzStu: A mask is ment to be worn on your face not on your chin.  Your chin can’t get Covid!  So many knuckleheads walking around wit…,1
"RT @TimRunsHisMouth: Just remember, if you celebrate the 4th of July with fireworks, you'll die of COVID-19, but if you shoot fireworks int…",0
"@NeilDotObrien Stark graphs, early evidence (yesterday) suggests that young people in particular within (y)our constituency are ignoring lockdown rules.  Large groups gathering in parks, sharing of cars and general defiance is still there.  Any plans to take any action?",1
RT @wdunlap: @BlazeTV @mimiinftworth @RandPaul Now covering for his incompetency! Fauci was wrong day after day on the coronavirus crisis —…,0
"RT @Slate: The coronavirus affects everyone differently. And some feel its effects very, very severely. https://t.co/iywWBlx2An",1
I've come up with a theory on COVID19.  Typicly viruses do not flourish in hotter temperatures but somehow this one is. I suspect this virus was was genetically altered in China to thrive in hot temperatures.,0
"July! Wow. Who would have thought be in March that we would still be in lockdown come July. Sometimes it really is best not to know the future and just take a day at a time. 
#COVID19 #lockdown #Scotland #summer #schoolHolidays",1
"@stefanauer_hku @FAZ_NET One cause is the rapid decline of US influence and power: a hyperpower just 20 years ago, now hollowed out by foreign misadventures, with financial corruption and decaying social cohesion at home, its fecklessness too palpable in the pandemic. China is happy to take advantage.",0
"RT @KaushikVaidya: The United States has bought up virtually all the stocks for the next three months of #remdesivir, leaving none for the…",1
RT @News3LV: Nevada and seven other states were added to New York's list of states meeting the metrics for community spread of COVID-19. ht…,1
"@fox_tacos 1. This technicality doesnt detract from the fact that joe biden woulda kept america wide open
2. Gross negligence is illegal
3. Show me a republican who mandated that covid + patients be sent to nursing homes",0
"RT @BombshellDAILY: $90 BILLION EXTRA FOR SUPER-RICH SNUCK INTO 
RELIEF BILL
Republicans used the crisis to surreptitiously grant additiona…",0
RT @CNNPolitics: Trump refuses to lead as pandemic worsens and allies desert him on masks | Analysis  https://t.co/Y5GTE1OUrV https://t.co/…,1
"In #Pandemic Times China has Virtually made Accession of Hong Kong Unilaterally without Consent of People of Hong Kong 
Hong Kong is now like any other Chinese City not an Autonomous City with Independent System",1
RT @GreenRupertRead: &gt;Breaking&lt;: England is confirmed by new major multi-method study as having the worst record on #coronavirus in the who…,0
"@realDonaldTrump The only thing you care about is your racist icons and white supremacist symbols. You care nothing about this country. Our troops have bounties on their heads, and you did nothing. Over 126,000 people have died during this pandemic, and you’ve done little. You’re a traitor.",1
@drcheruvarun Sad that an MD doc says so. Researchers the world over are showing that boosting Vit D levels by high doses in just 15 days can save you from most Covid. This doc should study research papers. Merely tending tp patients doesn’t help In research.,0
"RT @WilliamNextLev1: Zero new deaths yesterday in Arizona.  Zero!

Arizona is suppose to be a 'hotspot' for #coronavirus.  Total BS.

Fooli…",0
"@Taz1981Taz @GrinnFallow @spiffleh @MAiJiNTHEARTIST @QuickTake BREAKING: U.S. reports 47,236 new cases of coronavirus, the biggest one-day increase so far, and 747 new deaths https://t.co/aVlLGYQ9zT https://t.co/toUz7DnDYJ",1
"RT @w_terrence: The way the Democrats hate and lie on President Trump is a Pandemic too 

The threats against Trump Supporters, conservativ…",0
VOTE! Trump sold our troops to Russia for slaughter. Traitor Trump threw our troops lives to Putin! @SenatorTimScott  @RepPeteStauber @LindseyGrahamSC @SenTedCruz @realDonaldTrump @senatemajldr @DevinNunesCow  @DevinNunes  @Marcorubio @ChuckGrassley https://t.co/osvaK0gVsK,0
"RT @MrDrewLandry: TRUMP ON TWITTER:
I am above the law. I don’t care about American lives. COVID is a hoax. And I hate minorities, if your…",0
"BBC News - Coronavirus: Data needed quicker to target local outbreaks, say doctors https://t.co/WWLEY7bwhU",1
"RT @gregggonsalves: This is astounding. A rebound of #COVID19 cases surpassing their April 2020 highs. This is just malfeasance, incompeten…",1
"RT @dockaurG: Appalling to witness politicians, who lack evidence, facts &amp; science to support their false claims, resort to their new #COVI…",1
"#COVID &amp; #Smoking latest from @David_Simons_UK: Unrelated to C-19, smokers are at a gtr risk of serious health problems. Cessation remains a priority and high-quality advice incl to use alternative #nicotine products should form part of #publichealth efforts during this pandemic. https://t.co/9Fxq6p6MNw",1
RT @HelenBranswell: Today Tony Fauci forecast the US is on track for 100K #Covid19 cases/day. I talked to @DiseaseEcology who asked: How co…,1
"RT @BNODesk: NEW: California reports 8,462 new cases of coronavirus, the biggest one-day increase so far, and 105 new deaths https://t.co/Q…",1
"RT @AndyKroll: NEW: COVID-19 is surging. But Trump’s response is shrinking.

FEMA has *1000 fewer staff* on covid work than at its peak res…",1
"RT @nytimes: After weeks of donating the antiviral drug remdesivir to hospitals with severely ill coronavirus patients, the drug’s maker, G…",1
RT @flanbites: You are being hypnotized you will listen hypnotized right now by this COVID Cat he thinks you should know GOP are attempting…,0
"RT @KamalaHarris: 45 million Americans lost their jobs.
U.S. billionaires gained $584 billion. 

This pandemic is highlighting why income i…",1
"“From 1 testing lab to more than 1056 labs, we are continuously strengthening India’s fight against #COVID19 battle.” -  Shri @AshwiniKChoubey, MoS, @MoHFW_INDIA!

Watch LIVE – https://t.co/3VhL7n8fRu 

#NationalDoctorsDay #Doctorsday2020 #IndiaFightsCorona #doctorsday",1
@realDonaldTrump The virus goes worst in USA than other countries which are doing and have done much better.....opening when numbers decrease and not in a hurry before this with the visible results. in a global world is not china the issue but doing nothing while in china things were bad already,1
corona is real. wear your fucking masks.,1
"Millions have voted ( In Person ) in other countries in the middle of the pandemic with no problems. Why do we have problems in here? 
Democrats &amp; Fake News",0
Beware of anti-covid device. There is no such things to save you. Just like a market gimmick to sell products like removal card or ring on your ignorance #COVIDー19 #AntiCovidDevice #AntiCovid https://t.co/zK8DMthOoJ,1
"Are we really gonna have a Dramageddon 3 in the middle of a pandemic, where there's a lot of racism going on, and China trying to take over Asia (possibly start a WWIII), while there are children that do hard labour and earn under $1/day? 😑😞 https://t.co/WAx33k1XoZ",0
RT @atrupar: McCarthy and Trump are lying. The US coronavirus test positivity rate has been steadily trending upward for 2 weeks. https://t…,1
"California obliterates record with over 8,000 coronavirus cases https://t.co/Iq7vUP2leL",1
"RT @NewsBFM: The US has bought almost all the world's supply of Covid-19 treatment drug remdesivir.

This leaves no supply for the next 3 m…",1
RT @tedlieu: The @realDonaldTrump Administration still doesn’t get it. #COVID19 is not a PR issue. It’s a highly contagious virus that has…,1
"RT @AAPSonline: Dr. Vladimir Zelenko, @zev_dr, talks to Mayor @RudyGiuliani about the effectiveness of hydroxychloroquine, zinc, and azithr…",0
RT @USATODAY: The Dow notches its best quarter since 1987 as government stimulus and low interest rates fuel a stock rally amid COVID-19 ht…,1
"@ndtv if you do proper testing, you will get success,There is only one treatment of Corona is that only testing,Disease should be prevented from moving to another area by testing This disease is becoming silent killer in Bihar . @WHO @INCIndia @ICMRDELHI",1
"In India Coronavirus cases day to day increasing and its recover percentage also increasong. The number of corona virus infection in India India continues to increase.
https://t.co/v8tMdyz0ti",1
"MACWF? Make America Carry a White Flag. Is that the kind off leader MAGA wants?
Biden charges Trump has 'surrendered' in the coronavirus war https://t.co/OTS8ub2nYF",1
"@angsuman MECHANISTICALLY: Vitamin D + Quercetin + Estradiol alter expression of 244 of 332 (73%) SARS-CoV-2 targets in human cells, thus interfering with functions of 96% (26 of 27) SARS-CoV-2 proteins. 
https://t.co/qchnVb7SqH 
Tripartite combination for prophylaxis &amp; therapy of COVID-19",0
"RT @HeathMayo: Something tells me “Don’t listen to the experts!” isn’t a winning COVID message when, after ignoring them the first time, we…",1
"World Bank Provides $425 Million to Support Provision of #Infrastructure ... 
https://t.co/DErzax3P1g
#Building #Covid19 #Electricity #Environment #GDP #GDPGrowth #Insurance #Investment #MiddleEast #Operation #RegionalDevelopment #Resources #Sustainable #Technology #WorldBank https://t.co/397ph641R0",1
@AlisonW37619617 I dont think having big parades is the answer but we could have small events within our local areas whilst adhering to covid-19 restrictions.,1
RT @rakesh_bstpyp: Ayurveda prescribes many treatments for various medical conditions and now Patanjali launched medicine for Corona Virus…,0
"Wearing a face mask is like wearing a condom:
- If everyone wears one, it cuts down infections by a lot
- Avoiding physical contact is more effective, but WAY LESS FUN
-  Refusing to wear one doesn’t make you brave or cool, just *selfish* ...&amp; fewer people will have sex with you",1
