text,label
RT @SecSaludVpar: ¡Feliz inicio de semana! Por aquí les dejamos los puntos fijos para la realización de Pruebas #Covid-19. ¡Recuerden que j…,1
"RT @wfaa: 17 states are “greatly” or “completely” concerned about having adequate supplies for COVID-19 vaccines, according to the congress…",1
"In the middle of a global pandemic, the US government sent billions in economic aid to fossil fuel companies that have been flailing long before Covid-19.

Meanwhile, Senate is on vacation and Americans are dying with no relief.

https://t.co/YFIm5Yjeb2",1
"RT @ea_puerto: La estrategia de @EnriqueAlfaroR contra el COVID-19 es desastrosa y propagandista:

– Anuncia que a finales de enero regresa…",1
Free COVID-19 Testing! #SanEliNation https://t.co/fr1rXOPM5P,1
RT @nypost: Chuck Grassley returns to Senate after finishing COVID-19 quarantine https://t.co/1Sfr3BV7Ob https://t.co/N3TWia9spY,1
Miami-Dade Co. Mayor Levine Cava says she has tested positive for Covid-19. https://t.co/xGnf3bDI56,1
"As the economy recovers from COVID-19 the $1 billion JobTrainer program will provide school leavers and job seekers with hundreds of fee-free and low cost courses, to help develop new skills.

Find out more: https://t.co/0p8K7yR9J6 https://t.co/ZKcWWY6gfl",1
"COVID-19 has claimed seven more lives in Oregon, raising the state’s death toll to 912, the Oregon Health Authority reported at 12:01 a.m. Monday, Nov. 30.  https://t.co/RPLuhpNBdc",1
"""For the first time, there’s a year-over-year reduction in the cybersecurity workforce gap, due in part to increased talent entry into the field and uncertain demand due to the economic impact of COVID-19, (ISC)² finds.""- @helpnetsecurity 
https://t.co/KtGlhsQKvY",1
"RT @DWUhlfelderLaw: Florida just reported 6,659 new COVID-19 cases and 97 new deaths &amp; is just a few hundred cases away from 1 million total",1
"'It’s beautiful, but it’s so tragic': Just two days before Thanksgiving, a Michigan couple married for 47 years died from COVID-19. Their deaths were recorded at the exact same time. https://t.co/mVdsnFPgTS",1
"RT @twoShaws: “The COVID-19 pandemic lays bare what the entire US health care system lacks: basic research into widespread diseases, the de…",1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
"ALERTSF: Due to widespread COVID-19 infection rates, beginning 10pm tonight San Francisco will follow the State’s limited stay-at-home order to avoid any gatherings, including outdoors, and close non-essential businesses from 10pm-5am daily. Learn more at  https://t.co/96x4b4ObSe",1
"When COVID-19 hit, event and wedding planners were suddenly producing virtual ceremonies and intimate outdoor receptions. Even once the pandemic is over, some of these trends may last. https://t.co/KIJYO6b75J",1
"#TienesQueSaberlo Tan solo el viernes hubo 141 nuevos contagios de Covid-19, 123 el sábado y 148 el domingo en Puebla https://t.co/K2fJvTCsjR",1
The Cut: Their Patients Have COVID-19 and Still Think It’s a Hoax - https://t.co/TrWne1Gj1p #coronavirus #disinformation #publichealth,1
"RT @Forward_Promise: COVID-19 has had a disproportionate impact on infection and death rates in communities of color.

The imprint of racis…",1
RT @TheOklahoman_: A school board meeting for @EpicCharter Schools has been postponed because of COVID-19 exposures. #oklaed | @NuriaMKeel…,1
"Read the collaborative article published by our faculty, @StarpointTCU staff and researchers at Open University in the UK and at Kent State—Literacy in Lockdown: Learning and Teaching During COVID-19 School Closures @ILAToday @TCU @TCUMagazine https://t.co/ACvUvXJMYl @JBJimer https://t.co/ztEg5NhVwg",1
"With extra people entering and travelling in Queensland, we need more people to get tested for #COVID-19. Testing people with symptoms will help us find as many cases in the community as quickly as possible. See https://t.co/gsX4AIwtOf to find your nearest testing centre. https://t.co/eu2kSrc4qi",1
"RT @CityofLowellMA: The City of Lowell is partnering with Trinity EMS Inc. to provide free COVID-19 testing to residents on Thursday, Dec.…",1
"RT @prof_yurbe: No es cualquier cosa lo que hace nuestro @dcabellor recorrer al país, con ese antecedente de covid-19,en realidad me preocu…",1
"RT @beetle_fucker: me: thank you for administering my covid-19 vaccine, dr. bowser!
dr. bowser: gwar roar gwahahah https://t.co/eRenqlCFue",1
Il San Raffaele Arcangelo di Bagnoregio fuori dall'incubo del Covid-19 https://t.co/tYoJdKdX8H via @lacitta,1
Artificial intelligence for the detection of COVID-19 pneumonia on chest CT using multinational datasets | Nature Communications https://t.co/bxVLTWlQvB #ai #artificalintelligence #covid #covid19 @IrmaRaste @eViRaHealth #digitalhealth,1
RT @nypost: Touching photo shows Texas doc hugging elderly COVID-19 patient on Thanksgiving https://t.co/iaH8X8Ijwe https://t.co/PKOd0Mivcf,1
COVID-19 testing is available for Los Angeles County residents at #CalStateLA. Learn more and schedule an appointment on the @CountyofLA testing website. https://t.co/dvHXjMBY6z,1
RT @SigaGazetaBR: Ibovespa tem melhor novembro desde 1999 com esperança sobre vacina contra Covid-19 https://t.co/bxceE5BNR2,1
"November 18, 2020 Monsey, NY Massive Wedding - Covid-19 - non-Viznitz be Damned https://t.co/G9TuevsOLi via @messiah_lost",1
RT @7NewsMelbourne: Victoria has recorded its 32nd COVID-free day as residents wake up to the start of summer. #7NEWS https://t.co/vuWlqbuO…,1
New COVID-19 Data at 2020-11-30 07:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/3mwJPM35Rg,1
"Si estás embarazada o conoces a alguien en este estado sigue estas recomendaciones para que te protejas contra el #Covid-19.🤰🏻 Recuerda ¡Cuidándote nos cuidas a todos!🧼💧🧴
 
#SertvPreviene
#ProtégetePanamá
#TodosSomosPanamá https://t.co/reGuozlj7Z",1
"@HanoverParkVlg and @HanoverTownship will host an #IDPH COVID-19 mobile testing unit on 12/12 from 8AM-4PM at the Metra Lot (north side) 1975 W. Lake Street, Hanover Park.

For questions, please call (630) 823-5800. https://t.co/G0h3Q5niLH",1
Moderna becomes second company to request emergency FDA authorization for COVID-19 vaccine candidate https://t.co/nFnqLxGJai via @usatoday,1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
RT @SMii7Y: Blows my mind that people are just casually brushing 1.5 million deaths from COVID-19 in less then a year under the rug. Selfis…,1
RT @VicGovAu: Access coronavirus (COVID-19) information in your language. For the latest translated information about coronavirus go to htt…,1
"California Hospitals In COVID-19 Surge. ICUs May Soon Be Overwhelmed : Coronavirus Updates 

https://t.co/mFzbTW4Qcw",1
"🔵 #ColumnaDeOpinión

➡️ Violencia de género más grave que el Covid-19: @LopezAcevedo_A.

🖋️ Detrás de la Noticia por @efektoaguila | La pandemia del Covid-19 es un problema mundial, la violencia contra las mujeres también.

↪️ Leer más: https://t.co/LN9GBjLSTn https://t.co/wt9yERhgaZ",1
We talked about this in August during a discussion on the Great Lakes Region -which generates trillions in gross domestic product and millions of jobs; and how governments could help the region bounce back from COVID-19 pandemic. Full convo: @TheAgenda https://t.co/KVFRKrAoFp https://t.co/NAqzTRLIr3,1
"Arkansas’ COVID-19 hospitalizations continued climbing to a new high on Monday as the state reported more than 1,100 new coronavirus cases.
https://t.co/hj5XKlPdOl",1
"“As Christian healthcare professionals, we will voluntarily restrict our ‘freedoms’ for a time to help protect my neighbor."" 

Evangelical doctors’ group urges churches to halt in-person services amid COVID-19 surge https://t.co/LE0eaXpQ43",1
"The COVID-19 data dashboard now features an overview of contact tracing, including cases and close contacts. 

View dashboard: https://t.co/lKZQxyWCJG https://t.co/iQle5OJafw",1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
RT @SMii7Y: Blows my mind that people are just casually brushing 1.5 million deaths from COVID-19 in less then a year under the rug. Selfis…,1
"The NFL was so persistent in continuing this season even in the midst of COVID-19, that we now have a regular season football game on a Wednesday. At 3:40 pm ☠ https://t.co/SoLgixphLZ",1
"""The existing OPEC+ group deal saved the market from collapsing earlier this year, but then Covid-19 came back with a second vengeance. If output increases as planned in January the world will have to face a new 200 million bbl surplus through May."" #akoil https://t.co/k6AQbJiDsZ",1
"The International Air Transport Association (IATA) released data revealing that the COVID-19 crisis has had a devastating impact on international connectivity, shaking up the rankings of the world’s most connected cities.
@eTurboNews 
https://t.co/xlnSKJGIiq https://t.co/Q1qWsTIQOL",1
RT @nobby15: Moderna seeks emergency approval of its COVID-19 vaccine after final results show it's 94.5 per cent effective https://t.co/J9…,1
"RT @SF_emergency: ALERTSF: Due to widespread COVID-19 infection rates, beginning 10pm tonight San Francisco will follow the State’s limited…",1
"Proceso de vacuna contra la covid-19, será nuestro tema de este martes con: @emelymd, médico internista y endocrinóloga y @solano_leiva, médico internista e infectólogo. Conduce: @wenmonterrosa.

Acompáñanos a partir de las 7:00 a.m. En vivo por @canal33tv, 7 en cable. #República https://t.co/NjaIWUOJHT",1
"@22hooser exactly. Mr O'Toole is taking advantage of the fact that Canadians know that we domestically produce a flu vaccine, counting on us believing that means it would be possible to produce the COVID-19 vaccine.",1
RT @reporterchris: The QMJHL is pausing all games through Jan. 3 because of the worsening situation with COVID-19 and accompanying restrict…,1
"The most common symptoms among ...were muscle aches, headache and a non-productive cough — not fever, a symptom listed in both the US Centers for Disease Control and the World Health Organization case definitions for COVID-19.  https://t.co/KhcsF7pGWH",1
Botafogo: Eduardo Barroca é afastado com Covid-19 https://t.co/NvEdmYRJrf https://t.co/i2dC1ybHBh,1
"When you give to ICD this #GivingTuesday, you help provide the training, counseling, and career services that #Veterans and individuals with #disabilities depend on to continue their work toward financial self-sufficiency despite the COVID-19 pandemic. https://t.co/TmPkNzfBD7 https://t.co/IvJ1HUzyUB",1
3 hari kedepan kalau misal sakitku ga reda aku bakal dirujuk buat ke Rumah Sakit Rujukan Covid-19. Jujur sedih sih takut kalau positif. Keknya aku selalu mematuhi protokol. Kenapaaaa??? 😭😭,1
COVID-19 - La photo d'un médecin enlaçant un malade âgé devient virale https://t.co/2oABnXwLW5 https://t.co/3VaKldi0m0,1
"Selamat Pagi Sahabat Kompas,
Di tengah penambahan kasus Covid-19 yang tak kunjung mereda, Presiden Joko Widodo mengingatkan pemerintah di daerah untuk mengendalikan penanganan pandemi sebaik mungkin karena keselamatan rakyat yang utama. Baca juga analisa ekonomi.

#adadikompas https://t.co/wd8GS7syjc",1
If you have been negatively impacted by the COVID-19 pandemic the ASIS Foundation is here to help. Apply for a support grant to renew your ASIS membership for free or to receive a complimentary online certification study program. https://t.co/FSLxEhzUof #security #grants #MyASIS https://t.co/MWzX2I4CnF,1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
RT @DineshDSouza: Dr. Fauci just completely contradicted himself and sided with conservatives on COVID-19. Will liberals still insist on li…,1
"RT @JoelAErickson: Neither of the other Colts (Autry, Buckner) have experienced setbacks in their COVID-19 plan.",1
"interesting use of tech 0 ""using drones for site visits and fly-overs""
Covid-19: Goldman Sachs bankers using drones to help clinch M&amp;A deals https://t.co/51fM35St9C
#pandemiclife #techinnovation #evolutionofbusiness",1
RT @NTN24: Brasil sumó este #30Nov 287 muertes relacionadas con la covid-19 y alcanzó los 173.120 fallecidos https://t.co/48BJg0BKu6,1
"RT @mog7546: SURGE UPON SURGE

Dr. #Fauci is terrified of what’s about to happen with COVID-19 in America

Because of the large number of A…",1
"RT @RTM_Malaysia: GELANG PENGAWASAN DAN PEMANTAUAN DI RUMAH (HSO).

Pemakai gelang HSO ini berpotensi menularkan jangkitan COVID-19.

Jika…",1
RT @IndigenousBizAU: Victorian Aboriginal businesses affected by the COVID-19 pandemic may be eligible for grants of up to $10k under @VicG…,1
Recruiting tip: Covid-19 has affected high school kids everywhere. Do yourself a favor and be pro-active. If you’ve been contacted by a coach  &amp; there is interest apply and add the school to your FAFSA. Show the coach you’re hungry for that opportunity that not many will receive.,1
Covid-19: OMS diz que Brasil precisa levar o aumento de casos a sério https://t.co/MOdwvgTADm,1
"RT @essenviews: Why are 267,000 people dead of COVID-19? Because the GOP acquitted Trump knowing he was totally unfit for office.",1
"The COVID-19 pandemic could result in net losses from $3.2 trillion up to $4.8 trillion in gross domestic product over the course of two years, according to a @USC study released Monday. https://t.co/mC8IvzlBZG https://t.co/RGCYGZuBrs",1
RT @nusantaradaily: PRU15 selepas COVID-19 berakhir tindakan tepat – Mohamad Hasan https://t.co/cPyfogIxit https://t.co/fRU7B3exTX,1
"RT @hayano: 【12/01 7時更新】COVID-19 重症患者状況の集計
https://t.co/gGSSfJmSfo

人工呼吸器装着数 東京 48↗︎，大阪 100↗︎，沖縄 5↗︎，北海道  28↗︎，全国 326↗︎

厚労省発表の重症者数 472↗︎（増…",1
"Covid-19: para especialistas, medidas mais restritivas demoraram a vir em SP; entenda o que mudou https://t.co/gxKOI9cawO https://t.co/cD9XwOm7vF",1
"Don't just return to the travel policy you had in place prior to COVID-19. Review your policy to ensure it's fit for purpose in 2021. Here's how ➡ https://t.co/khupRubwjS

#travelmanagement #businesstravel #travelpolicy https://t.co/4XcjRSWGsg",1
RT @SenatorDurbin: Senate Republicans must come back from their Thanksgiving break ready to work on meaningful COVID-19 relief. Health care…,1
"RT @WHEC_Moussignac: More and more people under the age of 20 here in Monroe County are being diagnosed with Covid-19. Tonight, watch my in…",1
"RT @theseoulstory: [UPDATE] JYP Entertainment announces that Stray Kids have tested negative for COVID-19

Source: https://t.co/G7ROb8tcmX…",1
RT @NFL_Memes: The NFL rescheduling games because of COVID-19 (@KingJosiah54)  https://t.co/K1u6145qUi,1
"RT @NJDeptofHealth: We need everyone to do their part to help slow the spread of COVID-19.
 
😷Wear a mask indoors and outdoors in public pl…",1
"Amanhã, às 20h, https://t.co/vYZ7SN6E0L entrevista a @nise_dra no nosso canal do YouTube. 

Oncologista e imunologista, Nise defende o uso da cloroquina precocemente no tratamento da Covid-19. 

LINK: https://t.co/kkt15ZIcRc https://t.co/GWcc9MA2qY",1
RT @680CJOB: Manitoba's COVID-19 case count and death toll continued to rise Monday with 343 new cases and 11 additional deaths reported.…,1
"RT @doctormacias: NADA SUSTITUYE LA VENTILACIÓN:

En ambientes cerrados, mal ventilados, atiborrados, es muy probable adquirir Covid-19. Y…",1
"In preparation for tomorrow's @BloombergLive #SustainableBizSummit, check out this wonderful piece from @EYnews's Anne Sawyer about how organizations—including JA—have shifted to virtual due to COVID-19: https://t.co/Cvvn60CkFg. Watch the 8amET panel at https://t.co/xfc5G9DAde. https://t.co/0dn5kjrUf8",1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
"@North_Kallen @ctvedmonton Unless of course, you are asymptomatic. Like a majority of covid-19 positives are. Then you can spread it, before you even test positive. Ahhhh the purposely uninformed🤯",1
"コロナ対応で看護師不足　大阪の若年がん病棟が一時閉鎖

一番懸念していた若年層の病棟・病床がCOVID-19に奪われる事態になってしまった。
救える命を救う観点から、本末転倒だと思う。

経済を回しながら…であれば、時限的にも医療を支援しないと。助かる命も助からない。
https://t.co/5BiZC0fV4e",1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
"RT @ReutersLatam: Director OMS ve ""preocupante"" situación COVID-19 en México, pide a sus líderes dar ejemplo https://t.co/6YxMK6yik1 https:…",1
RT @detikcom: Satgas Penanganan COVID-19 menyayangkan sikap Medical Emergency Rescue Committee (MER-C) karena tidak melaporkan hasil tes us…,1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
"RT @vigiefem03: Dünyanın en büyük insani krizlerinden birinin yaşandığı Yemen ’de, açlıktan bağışıklıkları çöken çocuklar kolera, Covid-19…",1
COVID-19 Vaccines Nearing Release &amp; Pandemic Batters Indian Economy #asianews #boombust #economicsnews #UmarKhalidKoRihaKaro https://t.co/HX1XN61TWU,1
RT @84Nygren: Vi har dubblerat antalet Covid-IVA patienter på Ryhov nu i helgen. Stor risk nu att min julledighet ryker åt helvete. Tack fö…,1
"2020: Covid-19, Earthquake, Volcanic eruption, strong typhoons...

@BTS_twt: Makes music to comfort and heal everyone... 

THANK YOU, 방탄소년단! 🥺

#LifeGoesOn1onHot100 
#LifeGoesOnNo1BB100",1
COVID-19: 'Our data is becoming more granular and in real-time' https://t.co/YURzESgrRa #healthIT #healthcareIT #informatics #technology,1
Rita Ora Apologizes for Throwing 30-Person Birthday Party in London amid COVID-19 Lockdown https://t.co/z8JaAUvzrS,1
"RT @theseoulstory: [UPDATE] CNBLUE Jung Yong Hwa, SF9 Chani and Norazo have tested negative for COVID-19

CNBLUE Lee Jung Shin has previous…",1
Wolf vetoes GOP-backed bill on limiting COVID-19 liability https://t.co/ezumnuvhz9,1
"@DarkM3m0ry We are operating with limited staffing here at News 5 due to COVID-19.

We’re committed to bringing you the latest local news and weather. But we will also be relying on our sister stations to help provide regional, national and international news. We appreciate your concern.",1
"The risk of catching COVID-19 while skiing is likely minimal. But experts say it’s activities around skiing, like transportation and resorts, that are risky https://t.co/VDczMv6c0u",1
Lawsuit claims Tyson Foods managers bet money on employees getting COVID-19 https://t.co/yJc7DwYTc7 via @cbsmoneywatch,1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
"COVID-19: Labour set to abstain in key COVID-19 lockdown vote - but will they vote for the #ToryBrexitDeal? 
https://t.co/JtmvE0Aqzf https://t.co/YwJuDATOEp",1
"RT @haciykk: TBMM'de (HDP) tarafından verilen, ""Covid-19 aşısının yurttaşlara ücretsiz uygulanması"" yönündeki önerge Ak Parti ve MHP oyları…",1
"Ground breaking work by the thoracic surgery team @NMSurgery  @NUFeinbergMed  

Lung transplantation for patients with severe COVID-19 https://t.co/GAZYvjDXDX",1
#ICYMI [Infografik] Saringan #COVID-19 Pekerja Kilang Warga Asing https://t.co/BgRrhDSNL9,1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
RT @MarcGozlan: Covid-19 et perte d’odorat : du nouveau sur la persistance du SARS-CoV-2 et son potentiel neuroinvasif https://t.co/DxXMVkJ…,1
"Lähisuhdeväkivalta | Koronaviruspandemia on lisännyt miesten väkivaltaa naisia kohtaan – ”Hallitusten covid-tukipaketeissa ei ole huomioitu naisia”, moittii YK:n naisjärjestön johtaja https://t.co/z17jxCxYtR",1
"Kasus Covid-19 Lagi Melonjak Tinggi-tingginya, Ganjar Pranowo Berharap Pemerintah Hapus Cuti Bersama https://t.co/PB2simUXOJ",1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
"RT @moderna_tx: We just announced the primary efficacy analysis in the Phase 3 COVE study for mRNA-1273, our COVID-19 vaccine candidate and…",1
"RT @TiaGorrito: Casi todo el mundo arreciando los confinamientos por repuntes de COVID-19...y el memo de aquí declara ""relajo navideño""...…",1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
RT @BABYJISUNG_TH: 201130 จากเนื้อหาข่าวแจ้งว่า #NCTU และ Aespa จะได้รับการตรวจ Covid-19 เนื่องจากศิลปินวง UP10TION ที่เข้าร่วมอัดรายการเพล…,1
"RT @KTLA: The risk of catching COVID-19 while skiing is likely minimal. But experts say it’s activities around skiing, like transportation…",1
"@staggering123 @PattyHajdu Plenty in their 40s ,50s,60s  end up in hospitals now. If not enough beds /staff these patients will  not receive treatment and die. 
Also other medical conditions will not be treated ,more deaths.
Also long covid--brain, heart, kidneys, affected for many.",1
Stafford FM News: Labour set to abstain in key COVID-19 lockdown vote https://t.co/7V98zqA4Sa #CommunityRadio #NationalNews #SkyNews,1
So my mom has covid-19 and there is an outbreak in her carehome. 2020 is chalked,1
How to Help Kids Enjoy The Holidays After Divorce During COVID-19 https://t.co/OEqCgJ7idO,1
RT @cubadebatecu: Vacuna de Moderna contra COVID-19 muestra 100% de eficacia para evitar casos severos https://t.co/u0MRGgDiuy #USA #EEUU,1
"RT @RoKhanna: Doctors Without Borders is here, in America, assisting with COVID-19 response. The Air Force sent nurses to hospitals in ND.…",1
RT @pulsionparcial: 50% de pobres. Jubilados hambreados. Clase media rota. Indigencia. Inseguridad. Muertes por Covid-19 tope de gama. Me c…,1
"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",1
This is not ok. Domestic violence has to end.  #StopTheViolence m. 'The worst year': domestic violence soars in Australia during Covid-19 https://t.co/FVIOX6srST,1
